i,c,d,l,s
7494,2791,24,1149,2466.000000
7495,2791,24,1149,2466.000000
7496,2791,24,1149,2466.000000
7497,2791,24,1149,2466.000000
7498,2791,24,1149,2466.000000
7499,2791,24,1149,2466.000000
7500,2791,24,1149,2466.000000
7501,2791,24,1149,2466.000000
7502,2791,24,1149,2466.000000
7503,2791,24,1149,2466.000000
7504,2791,24,1149,2466.000000
7505,2791,24,1149,2466.000000
7506,2791,24,1149,2466.000000
7507,2791,24,1149,2466.000000
7508,2791,24,1149,2466.000000
7509,2791,24,1149,2466.000000
7510,2791,24,1149,2466.000000
7511,2791,24,1149,2466.000000
7512,2791,24,1149,2466.000000
7513,2791,24,1149,2466.000000
7514,2791,24,1149,2466.000000
7515,2791,24,1149,2466.000000
7516,2791,24,1149,2466.000000
7517,2791,24,1149,2466.000000
7518,2791,24,1149,2466.000000
7519,2791,24,1149,2466.000000
7520,2791,24,1149,2466.000000
7521,2791,24,1149,2466.000000
7522,2791,24,1149,2466.000000
7523,2791,24,1149,2466.000000
7524,2791,24,1149,2466.000000
7525,2791,24,1149,2466.000000
7526,2791,24,1149,2466.000000
7527,2791,24,1149,2466.000000
7528,2791,24,1149,2466.000000
7529,2791,24,1149,2466.000000
7530,2791,24,1149,2466.000000
7531,2791,24,1149,2466.000000
7532,2791,24,1149,2466.000000
7533,2791,24,1149,2466.000000
7534,2791,24,1149,2466.000000
7535,2791,24,1149,2466.000000
7536,2791,24,1149,2466.000000
7537,2791,24,1149,2466.000000
7538,2791,24,1149,2466.000000
7539,2791,24,1149,2466.000000
7540,2791,24,1149,2466.000000
7541,2791,24,1149,2466.000000
7542,2791,24,1149,2466.000000
7543,2791,24,1149,2466.000000
7544,2791,24,1149,2466.000000
7545,2791,24,1149,2466.000000
7546,2791,24,1149,2466.000000
7547,2791,24,1149,2466.000000
7548,2791,24,1149,2466.000000
7549,2791,24,1149,2466.000000
7550,2791,24,1149,2466.000000
7551,2791,24,1149,2466.000000
7552,2791,24,1149,2466.000000
7553,2791,24,1149,2466.000000
7554,2791,24,1149,2466.000000
7555,2791,24,1149,2466.000000
7556,2791,24,1149,2466.000000
7557,2791,24,1149,2466.000000
7558,2791,24,1149,2466.000000
7559,2791,24,1149,2466.000000
7560,2791,24,1149,2466.000000
7561,2791,24,1149,2466.000000
7562,2791,24,1149,2466.000000
7563,2791,24,1149,2466.000000
7564,2791,24,1149,2466.000000
7565,2791,24,1149,2466.000000
7566,2791,24,1149,2466.000000
7567,2791,24,1149,2466.000000
7568,2791,24,1149,2466.000000
7569,2791,24,1149,2466.000000
7570,2791,24,1149,2466.000000
7571,2791,24,1149,2466.000000
7572,2791,24,1149,2466.000000
7573,2791,24,1149,2466.000000
7574,2791,24,1149,2466.000000
7575,2791,24,1149,2466.000000
7576,2791,24,1149,2466.000000
7577,2791,24,1149,2466.000000
7578,2791,24,1149,2466.000000
7579,2791,24,1149,2466.000000
7580,2791,24,1149,2466.000000
7581,2791,24,1149,2466.000000
7582,2791,24,1149,2466.000000
7583,2791,24,1149,2466.000000
7584,2791,24,1149,2466.000000
7585,2791,24,1149,2466.000000
7586,2791,24,1149,2466.000000
7587,2791,24,1149,2466.000000
7588,2791,24,1149,2466.000000
7589,2791,24,1149,2466.000000
7590,2791,24,1149,2466.000000
7591,2791,24,1149,2466.000000
7592,2791,24,1149,2466.000000
7593,2791,24,1149,2466.000000
7594,2791,24,1149,2466.000000
7595,2791,24,1149,2466.000000
7596,2791,24,1149,2466.000000
7597,2791,24,1149,2466.000000
7598,2791,24,1149,2466.000000
7599,2791,24,1149,2466.000000
7600,2791,24,1149,2466.000000
7601,2791,24,1149,2466.000000
7602,2791,24,1149,2466.000000
7603,2791,24,1149,2466.000000
7604,2791,24,1149,2466.000000
7605,2791,24,1149,2466.000000
7606,2791,24,1149,2466.000000
7607,2791,24,1149,2466.000000
7608,2791,24,1149,2466.000000
7609,2791,24,1149,2466.000000
7610,2791,24,1149,2466.000000
7611,2791,24,1149,2466.000000
7612,2791,24,1149,2466.000000
7613,2791,24,1149,2466.000000
7614,2791,24,1149,2466.000000
7615,2791,24,1149,2466.000000
7616,2791,24,1149,2466.000000
7617,2791,24,1149,2466.000000
7618,2791,24,1149,2466.000000
7619,2791,24,1149,2466.000000
7620,2791,24,1149,2466.000000
7621,2791,24,1149,2466.000000
7622,2791,24,1149,2466.000000
7623,2791,24,1149,2466.000000
7624,2791,24,1149,2466.000000
7625,2791,24,1149,2466.000000
7626,2791,24,1149,2466.000000
7627,2791,24,1149,2466.000000
7628,2791,24,1149,2466.000000
7629,2791,24,1149,2466.000000
7630,2791,24,1149,2466.000000
7631,2791,24,1149,2466.000000
7632,2791,24,1149,2466.000000
7633,2791,24,1149,2466.000000
7634,2791,24,1149,2466.000000
7635,2791,24,1149,2466.000000
7636,2791,24,1149,2466.000000
7637,2791,24,1149,2466.000000
7638,2791,24,1149,2466.000000
7639,2791,24,1149,2466.000000
7640,2791,24,1149,2466.000000
7641,2791,24,1149,2466.000000
7642,2791,24,1149,2466.000000
7643,2791,24,1149,2466.000000
7644,2791,24,1149,2466.000000
7645,2791,24,1149,2466.000000
7646,2791,24,1149,2466.000000
7647,2791,24,1149,2466.000000
7648,2791,24,1149,2466.000000
7649,2791,24,1149,2466.000000
7650,2791,24,1149,2466.000000
7651,2791,24,1149,2466.000000
7652,2791,24,1149,2466.000000
7653,2791,24,1149,2466.000000
7654,2791,24,1149,2466.000000
7655,2791,24,1149,2466.000000
7656,2791,24,1149,2466.000000
7657,2791,24,1149,2466.000000
7658,2791,24,1149,2466.000000
7659,2791,24,1149,2466.000000
7660,2791,24,1149,2466.000000
7661,2791,24,1149,2466.000000
7662,2791,24,1149,2466.000000
7663,2791,24,1149,2466.000000
7664,2791,24,1149,2466.000000
7665,2791,24,1149,2466.000000
7666,2791,24,1149,2466.000000
7667,2791,24,1149,2466.000000
7668,2791,24,1149,2466.000000
7669,2791,24,1149,2466.000000
7670,2791,24,1149,2466.000000
7671,2791,24,1149,2466.000000
7672,2791,24,1149,2466.000000
7673,2791,24,1149,2466.000000
7674,2791,24,1149,2466.000000
7675,2791,24,1149,2466.000000
7676,2791,24,1149,2466.000000
7677,2791,24,1149,2466.000000
7678,2791,24,1149,2466.000000
7679,2791,24,1149,2466.000000
7680,2791,24,1149,2466.000000
7681,2791,24,1149,2466.000000
7682,2791,24,1149,2466.000000
7683,2791,24,1149,2466.000000
7684,2791,24,1149,2466.000000
7685,2791,24,1149,2466.000000
7686,2791,24,1149,2466.000000
7687,2791,24,1149,2466.000000
7688,2791,24,1149,2466.000000
7689,2791,24,1149,2466.000000
7690,2791,24,1149,2466.000000
7691,2791,24,1149,2466.000000
7692,2791,24,1149,2466.000000
7693,2791,24,1149,2466.000000
7694,2791,24,1149,2466.000000
7695,2791,24,1149,2466.000000
7696,2791,24,1149,2466.000000
7697,2791,24,1149,2466.000000
7698,2791,24,1149,2466.000000
7699,2791,24,1149,2466.000000
7700,2791,24,1149,2466.000000
7701,2791,24,1149,2466.000000
7702,2791,24,1149,2466.000000
7703,2791,24,1149,2466.000000
7704,2791,24,1149,2466.000000
7705,2791,24,1149,2466.000000
7706,2791,24,1149,2466.000000
7707,2791,24,1149,2466.000000
7708,2791,24,1149,2466.000000
7709,2791,24,1149,2466.000000
7710,2791,24,1149,2466.000000
7711,2791,24,1149,2466.000000
7712,2791,24,1149,2466.000000
7713,2791,24,1149,2466.000000
7714,2791,24,1149,2466.000000
7715,2791,24,1149,2466.000000
7716,2791,24,1149,2466.000000
7717,2791,24,1149,2466.000000
7718,2791,24,1149,2466.000000
7719,2791,24,1149,2466.000000
7720,2791,24,1149,2466.000000
7721,2791,24,1149,2466.000000
7722,2791,24,1149,2466.000000
7723,2791,24,1149,2466.000000
7724,2791,24,1149,2466.000000
7725,2791,24,1149,2466.000000
7726,2791,24,1149,2466.000000
7727,2791,24,1149,2466.000000
7728,2791,24,1149,2466.000000
7729,2791,24,1149,2466.000000
7730,2791,24,1149,2466.000000
7731,2791,24,1149,2466.000000
7732,2791,24,1149,2466.000000
7733,2791,24,1149,2466.000000
7734,2791,24,1149,2466.000000
7735,2791,24,1149,2466.000000
7736,2791,24,1149,2466.000000
7737,2791,24,1149,2466.000000
7738,2791,24,1149,2466.000000
7739,2791,24,1149,2466.000000
7740,2791,24,1149,2466.000000
7741,2791,24,1149,2466.000000
7742,2791,24,1149,2466.000000
7743,2791,24,1149,2466.000000
7744,2791,24,1149,2466.000000
7745,2791,24,1149,2466.000000
7746,2791,24,1149,2466.000000
7747,2791,24,1149,2466.000000
7748,2791,24,1149,2466.000000
7749,2791,24,1149,2466.000000
7750,2791,24,1149,2466.000000
7751,2791,24,1149,2466.000000
7752,2791,24,1149,2466.000000
7753,2791,24,1149,2466.000000
7754,2791,24,1149,2466.000000
7755,2791,24,1149,2466.000000
7756,2791,24,1149,2466.000000
7757,2791,24,1149,2466.000000
7758,2791,24,1149,2466.000000
7759,2791,24,1149,2466.000000
7760,2791,24,1149,2466.000000
7761,2791,24,1149,2466.000000
7762,2791,24,1149,2466.000000
7763,2791,24,1149,2466.000000
7764,2791,24,1149,2466.000000
7765,2791,24,1149,2466.000000
7766,2791,24,1149,2466.000000
7767,2791,24,1149,2466.000000
7768,2791,24,1149,2466.000000
7769,2791,24,1149,2466.000000
7770,2791,24,1149,2466.000000
7771,2791,24,1149,2466.000000
7772,2791,24,1149,2466.000000
7773,2791,24,1149,2466.000000
7774,2791,24,1149,2466.000000
7775,2791,24,1149,2466.000000
7776,2791,24,1149,2466.000000
7777,2791,24,1149,2466.000000
7778,2791,24,1149,2466.000000
7779,2791,24,1149,2466.000000
7780,2791,24,1149,2466.000000
7781,2791,24,1149,2466.000000
7782,2791,24,1149,2466.000000
7783,2791,24,1149,2466.000000
7784,2791,24,1149,2466.000000
7785,2791,24,1149,2466.000000
7786,2791,24,1149,2466.000000
7787,2791,24,1149,2466.000000
7788,2791,24,1149,2466.000000
7789,2791,24,1149,2466.000000
7790,2791,24,1149,2466.000000
7791,2791,24,1149,2466.000000
7792,2791,24,1149,2466.000000
7793,2791,24,1149,2466.000000
7794,2791,24,1149,2466.000000
7795,2791,24,1149,2466.000000
7796,2791,24,1149,2466.000000
7797,2791,24,1149,2466.000000
7798,2791,24,1149,2466.000000
7799,2791,24,1149,2466.000000
7800,2791,24,1149,2466.000000
7801,2791,24,1149,2466.000000
7802,2791,24,1149,2466.000000
7803,2791,24,1149,2466.000000
7804,2791,24,1149,2466.000000
7805,2791,24,1149,2466.000000
7806,2791,24,1149,2466.000000
7807,2791,24,1149,2466.000000
7808,2791,24,1149,2466.000000
7809,2791,24,1149,2466.000000
7810,2791,24,1149,2466.000000
7811,2791,24,1149,2466.000000
7812,2791,24,1149,2466.000000
7813,2791,24,1149,2466.000000
7814,2791,24,1149,2466.000000
7815,2791,24,1149,2466.000000
7816,2791,24,1149,2466.000000
7817,2791,24,1149,2466.000000
7818,2791,24,1149,2466.000000
7819,2791,24,1149,2466.000000
7820,2791,24,1149,2466.000000
7821,2791,24,1149,2466.000000
7822,2791,24,1149,2466.000000
7823,2791,24,1149,2466.000000
7824,2791,24,1149,2466.000000
7825,2791,24,1149,2466.000000
7826,2791,24,1149,2466.000000
7827,2791,24,1149,2466.000000
7828,2791,24,1149,2466.000000
7829,2791,24,1149,2466.000000
7830,2791,24,1149,2466.000000
7831,2791,24,1149,2466.000000
7832,2791,24,1149,2466.000000
7833,2791,24,1149,2466.000000
7834,2791,24,1149,2466.000000
7835,2791,24,1149,2466.000000
7836,2791,24,1149,2466.000000
7837,2791,24,1149,2466.000000
7838,2791,24,1149,2466.000000
7839,2791,24,1149,2466.000000
7840,2791,24,1149,2466.000000
7841,2791,24,1149,2466.000000
7842,2791,24,1149,2466.000000
7843,2791,24,1149,2466.000000
7844,2791,24,1149,2466.000000
7845,2791,24,1149,2466.000000
7846,2791,24,1149,2466.000000
7847,2791,24,1149,2466.000000
7848,2791,24,1149,2466.000000
7849,2791,24,1149,2466.000000
7850,2791,24,1149,2466.000000
7851,2791,24,1149,2466.000000
7852,2791,24,1149,2466.000000
7853,2791,24,1149,2466.000000
7854,2791,24,1149,2466.000000
7855,2791,24,1149,2466.000000
7856,2791,24,1149,2466.000000
7857,2791,24,1149,2466.000000
7858,2791,24,1149,2466.000000
7859,2791,24,1149,2466.000000
7860,2791,24,1149,2466.000000
7861,2791,24,1149,2466.000000
7862,2791,24,1149,2466.000000
7863,2791,24,1149,2466.000000
7864,2791,24,1149,2466.000000
7865,2791,24,1149,2466.000000
7866,2791,24,1149,2466.000000
7867,2791,24,1149,2466.000000
7868,2791,24,1149,2466.000000
7869,2791,24,1149,2466.000000
7870,2791,24,1149,2466.000000
7871,2791,24,1149,2466.000000
7872,2791,24,1149,2466.000000
7873,2791,24,1149,2466.000000
7874,2791,24,1149,2466.000000
7875,2791,24,1149,2466.000000
7876,2791,24,1149,2466.000000
7877,2791,24,1149,2466.000000
7878,2791,24,1149,2466.000000
7879,2791,24,1149,2466.000000
7880,2791,24,1149,2466.000000
7881,2791,24,1149,2466.000000
7882,2791,24,1149,2466.000000
7883,2791,24,1149,2466.000000
7884,2791,24,1149,2466.000000
7885,2791,24,1149,2466.000000
7886,2791,24,1149,2466.000000
7887,2791,24,1149,2466.000000
7888,2791,24,1149,2466.000000
7889,2791,24,1149,2466.000000
7890,2791,24,1149,2466.000000
7891,2791,24,1149,2466.000000
7892,2791,24,1149,2466.000000
7893,2791,24,1149,2466.000000
7894,2791,24,1149,2466.000000
7895,2791,24,1149,2466.000000
7896,2791,24,1149,2466.000000
7897,2791,24,1149,2466.000000
7898,2791,24,1149,2466.000000
7899,2791,24,1149,2466.000000
7900,2791,24,1149,2466.000000
7901,2791,24,1149,2466.000000
7902,2791,24,1149,2466.000000
7903,2791,24,1149,2466.000000
7904,2791,24,1149,2466.000000
7905,2791,24,1149,2466.000000
7906,2791,24,1149,2466.000000
7907,2791,24,1149,2466.000000
7908,2791,24,1149,2466.000000
7909,2791,24,1149,2466.000000
7910,2791,24,1149,2466.000000
7911,2791,24,1149,2466.000000
7912,2791,24,1149,2466.000000
7913,2791,24,1149,2466.000000
7914,2791,24,1149,2466.000000
7915,2791,24,1149,2466.000000
7916,2791,24,1149,2466.000000
7917,2791,24,1149,2466.000000
7918,2791,24,1149,2466.000000
7919,2791,24,1149,2466.000000
7920,2791,24,1149,2466.000000
7921,2791,24,1149,2466.000000
7922,2791,24,1149,2466.000000
7923,2791,24,1149,2466.000000
7924,2791,24,1149,2466.000000
7925,2791,24,1149,2466.000000
7926,2791,24,1149,2466.000000
7927,2791,24,1149,2466.000000
7928,2791,24,1149,2466.000000
7929,2791,24,1149,2466.000000
7930,2791,24,1149,2466.000000
7931,2791,24,1149,2466.000000
7932,2791,24,1149,2466.000000
7933,2791,24,1149,2466.000000
7934,2791,24,1149,2466.000000
7935,2791,24,1149,2466.000000
7936,2791,24,1149,2466.000000
7937,2791,24,1149,2466.000000
7938,2791,24,1149,2466.000000
7939,2791,24,1149,2466.000000
7940,2791,24,1149,2466.000000
7941,2791,24,1149,2466.000000
7942,2791,24,1149,2466.000000
7943,2791,24,1149,2466.000000
7944,2791,24,1149,2466.000000
7945,2791,24,1149,2466.000000
7946,2791,24,1149,2466.000000
7947,2791,24,1149,2466.000000
7948,2791,24,1149,2466.000000
7949,2791,24,1149,2466.000000
7950,2791,24,1149,2466.000000
7951,2791,24,1149,2466.000000
7952,2791,24,1149,2466.000000
7953,2791,24,1149,2466.000000
7954,2791,24,1149,2466.000000
7955,2791,24,1149,2466.000000
7956,2791,24,1149,2466.000000
7957,2791,24,1149,2466.000000
7958,2791,24,1149,2466.000000
7959,2791,24,1149,2466.000000
7960,2791,24,1149,2466.000000
7961,2791,24,1149,2466.000000
7962,2791,24,1149,2466.000000
7963,2791,24,1149,2466.000000
7964,2791,24,1149,2466.000000
7965,2791,24,1149,2466.000000
7966,2791,24,1149,2466.000000
7967,2791,24,1149,2466.000000
7968,2791,24,1149,2466.000000
7969,2791,24,1149,2466.000000
7970,2791,24,1149,2466.000000
7971,2791,24,1149,2466.000000
7972,2791,24,1149,2466.000000
7973,2791,24,1149,2466.000000
7974,2791,24,1149,2466.000000
7975,2791,24,1149,2466.000000
7976,2791,24,1149,2466.000000
7977,2791,24,1149,2466.000000
7978,2791,24,1149,2466.000000
7979,2791,24,1149,2466.000000
7980,2791,24,1149,2466.000000
7981,2791,24,1149,2466.000000
7982,2791,24,1149,2466.000000
7983,2791,24,1149,2466.000000
7984,2791,24,1149,2466.000000
7985,2791,24,1149,2466.000000
7986,2791,24,1149,2466.000000
7987,2791,24,1149,2466.000000
7988,2791,24,1149,2466.000000
7989,2791,24,1149,2466.000000
7990,2791,24,1149,2466.000000
7991,2791,24,1149,2466.000000
7992,2791,24,1149,2466.000000
7993,2791,24,1149,2466.000000
7994,2791,24,1149,2466.000000
7995,2791,24,1149,2466.000000
7996,2791,24,1149,2466.000000
7997,2791,24,1149,2466.000000
7998,2791,24,1149,2466.000000
7999,2791,24,1149,2466.000000
8000,2791,24,1149,2466.000000
8001,2791,24,1149,2466.000000
8002,2791,24,1149,2466.000000
8003,2791,24,1149,2466.000000
8004,2791,24,1149,2466.000000
8005,2791,24,1149,2466.000000
8006,2791,24,1149,2466.000000
8007,2791,24,1149,2466.000000
8008,2791,24,1149,2466.000000
8009,2791,24,1149,2466.000000
8010,2791,24,1149,2466.000000
8011,2791,24,1149,2466.000000
8012,2791,24,1149,2466.000000
8013,2791,24,1149,2466.000000
8014,2791,24,1149,2466.000000
8015,2791,24,1149,2466.000000
8016,2791,24,1149,2466.000000
8017,2791,24,1149,2466.000000
8018,2791,24,1149,2466.000000
8019,2791,24,1149,2466.000000
8020,2791,24,1149,2466.000000
8021,2791,24,1149,2466.000000
8022,2791,24,1149,2466.000000
8023,2791,24,1149,2466.000000
8024,2791,24,1149,2466.000000
8025,2791,24,1149,2466.000000
8026,2791,24,1149,2466.000000
8027,2791,24,1149,2466.000000
8028,2791,24,1149,2466.000000
8029,2791,24,1149,2466.000000
8030,2791,24,1149,2466.000000
8031,2791,24,1149,2466.000000
8032,2791,24,1149,2466.000000
8033,2791,24,1149,2466.000000
8034,2791,24,1149,2466.000000
8035,2791,24,1149,2466.000000
8036,2791,24,1149,2466.000000
8037,2791,24,1149,2466.000000
8038,2791,24,1149,2466.000000
8039,2791,24,1149,2466.000000
8040,2791,24,1149,2466.000000
8041,2791,24,1149,2466.000000
8042,2791,24,1149,2466.000000
8043,2791,24,1149,2466.000000
8044,2791,24,1149,2466.000000
8045,2791,24,1149,2466.000000
8046,2791,24,1149,2466.000000
8047,2791,24,1149,2466.000000
8048,2791,24,1149,2466.000000
8049,2791,24,1149,2466.000000
8050,2791,24,1149,2466.000000
8051,2791,24,1149,2466.000000
8052,2791,24,1149,2466.000000
8053,2791,24,1149,2466.000000
8054,2791,24,1149,2466.000000
8055,2791,24,1149,2466.000000
8056,2791,24,1149,2466.000000
8057,2791,24,1149,2466.000000
8058,2791,24,1149,2466.000000
8059,2791,24,1149,2466.000000
8060,2791,24,1149,2466.000000
8061,2791,24,1149,2466.000000
8062,2791,24,1149,2466.000000
8063,2791,24,1149,2466.000000
8064,2791,24,1149,2466.000000
8065,2791,24,1149,2466.000000
8066,2791,24,1149,2466.000000
8067,2791,24,1149,2466.000000
8068,2791,24,1149,2466.000000
8069,2791,24,1149,2466.000000
8070,2791,24,1149,2466.000000
8071,2791,24,1149,2466.000000
8072,2791,24,1149,2466.000000
8073,2791,24,1149,2466.000000
8074,2791,24,1149,2466.000000
8075,2791,24,1149,2466.000000
8076,2791,24,1149,2466.000000
8077,2791,24,1149,2466.000000
8078,2791,24,1149,2466.000000
8079,2791,24,1149,2466.000000
8080,2791,24,1149,2466.000000
8081,2791,24,1149,2466.000000
8082,2791,24,1149,2466.000000
8083,2791,24,1149,2466.000000
8084,2791,24,1149,2466.000000
8085,2791,24,1149,2466.000000
8086,2791,24,1149,2466.000000
8087,2791,24,1149,2466.000000
8088,2791,24,1149,2466.000000
8089,2791,24,1149,2466.000000
8090,2791,24,1149,2466.000000
8091,2791,24,1149,2466.000000
8092,2791,24,1149,2466.000000
8093,2791,24,1149,2466.000000
8094,2791,24,1149,2466.000000
8095,2791,24,1149,2466.000000
8096,2791,24,1149,2466.000000
8097,2791,24,1149,2466.000000
8098,2791,24,1149,2466.000000
8099,2791,24,1149,2466.000000
8100,2791,24,1149,2466.000000
8101,2791,24,1149,2466.000000
8102,2791,24,1149,2466.000000
8103,2791,24,1149,2466.000000
8104,2791,24,1149,2466.000000
8105,2791,24,1149,2466.000000
8106,2791,24,1149,2466.000000
8107,2791,24,1149,2466.000000
8108,2791,24,1149,2466.000000
8109,2791,24,1149,2466.000000
8110,2791,24,1149,2466.000000
8111,2791,24,1149,2466.000000
8112,2791,24,1149,2466.000000
8113,2791,24,1149,2466.000000
8114,2791,24,1149,2466.000000
8115,2791,24,1149,2466.000000
8116,2791,24,1149,2466.000000
8117,2791,24,1149,2466.000000
8118,2791,24,1149,2466.000000
8119,2791,24,1149,2466.000000
8120,2791,24,1149,2466.000000
8121,2791,24,1149,2466.000000
8122,2791,24,1149,2466.000000
8123,2791,24,1149,2466.000000
8124,2791,24,1149,2466.000000
8125,2791,24,1149,2466.000000
8126,2791,24,1149,2466.000000
8127,2791,24,1149,2466.000000
8128,2791,24,1149,2466.000000
8129,2791,24,1149,2466.000000
8130,2791,24,1149,2466.000000
8131,2791,24,1149,2466.000000
8132,2791,24,1149,2466.000000
8133,2791,24,1149,2466.000000
8134,2791,24,1149,2466.000000
8135,2791,24,1149,2466.000000
8136,2791,24,1149,2466.000000
8137,2791,24,1149,2466.000000
8138,2791,24,1149,2466.000000
8139,2791,24,1149,2466.000000
8140,2791,24,1149,2466.000000
8141,2791,24,1149,2466.000000
8142,2791,24,1149,2466.000000
8143,2791,24,1149,2466.000000
8144,2791,24,1149,2466.000000
8145,2791,24,1149,2466.000000
8146,2791,24,1149,2466.000000
8147,2791,24,1149,2466.000000
8148,2791,24,1149,2466.000000
8149,2791,24,1149,2466.000000
8150,2791,24,1149,2466.000000
8151,2791,24,1149,2466.000000
8152,2791,24,1149,2466.000000
8153,2791,24,1149,2466.000000
8154,2791,24,1149,2466.000000
8155,2791,24,1149,2466.000000
8156,2791,24,1149,2466.000000
8157,2791,24,1149,2466.000000
8158,2791,24,1149,2466.000000
8159,2791,24,1149,2466.000000
8160,2791,24,1149,2466.000000
8161,2791,24,1149,2466.000000
8162,2791,24,1149,2466.000000
8163,2791,24,1149,2466.000000
8164,2791,24,1149,2466.000000
8165,2791,24,1149,2466.000000
8166,2791,24,1149,2466.000000
8167,2791,24,1149,2466.000000
8168,2791,24,1149,2466.000000
8169,2791,24,1149,2466.000000
8170,2791,24,1149,2466.000000
8171,2791,24,1149,2466.000000
8172,2791,24,1149,2466.000000
8173,2791,24,1149,2466.000000
8174,2791,24,1149,2466.000000
8175,2791,24,1149,2466.000000
8176,2791,24,1149,2466.000000
8177,2791,24,1149,2466.000000
8178,2791,24,1149,2466.000000
8179,2791,24,1149,2466.000000
8180,2791,24,1149,2466.000000
8181,2791,24,1149,2466.000000
8182,2791,24,1149,2466.000000
8183,2791,24,1149,2466.000000
8184,2791,24,1149,2466.000000
8185,2791,24,1149,2466.000000
8186,2791,24,1149,2466.000000
8187,2791,24,1149,2466.000000
8188,2791,24,1149,2466.000000
8189,2791,24,1149,2466.000000
8190,2791,24,1149,2466.000000
8191,2791,24,1149,2466.000000
8192,2791,24,1149,2466.000000
8193,2791,24,1149,2466.000000
8194,2791,24,1149,2466.000000
8195,2791,24,1149,2466.000000
8196,2791,24,1149,2466.000000
8197,2791,24,1149,2466.000000
8198,2791,24,1149,2466.000000
8199,2791,24,1149,2466.000000
8200,2791,24,1149,2466.000000
8201,2791,24,1149,2466.000000
8202,2791,24,1149,2466.000000
8203,2791,24,1149,2466.000000
8204,2791,24,1149,2466.000000
8205,2791,24,1149,2466.000000
8206,2791,24,1149,2466.000000
8207,2791,24,1149,2466.000000
8208,2791,24,1149,2466.000000
8209,2791,24,1149,2466.000000
8210,2791,24,1149,2466.000000
8211,2791,24,1149,2466.000000
8212,2791,24,1149,2466.000000
8213,2791,24,1149,2466.000000
8214,2791,24,1149,2466.000000
8215,2791,24,1149,2466.000000
8216,2791,24,1149,2466.000000
8217,2791,24,1149,2466.000000
8218,2791,24,1149,2466.000000
8219,2791,24,1149,2466.000000
8220,2791,24,1149,2466.000000
8221,2791,24,1149,2466.000000
8222,2791,24,1149,2466.000000
8223,2791,24,1149,2466.000000
8224,2791,24,1149,2466.000000
8225,2791,24,1149,2466.000000
8226,2791,24,1149,2466.000000
8227,2791,24,1149,2466.000000
8228,2791,24,1149,2466.000000
8229,2791,24,1149,2466.000000
8230,2791,24,1149,2466.000000
8231,2791,24,1149,2466.000000
8232,2791,24,1149,2466.000000
8233,2791,24,1149,2466.000000
8234,2791,24,1149,2466.000000
8235,2791,24,1149,2466.000000
8236,2791,24,1149,2466.000000
8237,2791,24,1149,2466.000000
8238,2791,24,1149,2466.000000
8239,2791,24,1149,2466.000000
8240,2791,24,1149,2466.000000
8241,2791,24,1149,2466.000000
8242,2791,24,1149,2466.000000
8243,2791,24,1149,2466.000000
8244,2791,24,1149,2466.000000
8245,2791,24,1149,2466.000000
8246,2791,24,1149,2466.000000
8247,2791,24,1149,2466.000000
8248,2791,24,1149,2466.000000
8249,2791,24,1149,2466.000000
8250,2791,24,1149,2466.000000
8251,2791,24,1149,2466.000000
8252,2791,24,1149,2466.000000
8253,2791,24,1149,2466.000000
8254,2791,24,1149,2466.000000
8255,2791,24,1149,2466.000000
8256,2791,24,1149,2466.000000
8257,2791,24,1149,2466.000000
8258,2791,24,1149,2466.000000
8259,2791,24,1149,2466.000000
8260,2791,24,1149,2466.000000
8261,2791,24,1149,2466.000000
8262,2791,24,1149,2466.000000
8263,2791,24,1149,2466.000000
8264,2791,24,1149,2466.000000
8265,2791,24,1149,2466.000000
8266,2791,24,1149,2466.000000
8267,2791,24,1149,2466.000000
8268,2791,24,1149,2466.000000
8269,2791,24,1149,2466.000000
8270,2791,24,1149,2466.000000
8271,2791,24,1149,2466.000000
8272,2791,24,1149,2466.000000
8273,2791,24,1149,2466.000000
8274,2791,24,1149,2466.000000
8275,2791,24,1149,2466.000000
8276,2791,24,1149,2466.000000
8277,2791,24,1149,2466.000000
8278,2791,24,1149,2466.000000
8279,2791,24,1149,2466.000000
8280,2791,24,1149,2466.000000
8281,2791,24,1149,2466.000000
8282,2791,24,1149,2466.000000
8283,2791,24,1149,2466.000000
8284,2791,24,1149,2466.000000
8285,2791,24,1149,2466.000000
8286,2791,24,1149,2466.000000
8287,2791,24,1149,2466.000000
8288,2791,24,1149,2466.000000
8289,2791,24,1149,2466.000000
8290,2791,24,1149,2466.000000
8291,2791,24,1149,2466.000000
8292,2791,24,1149,2466.000000
8293,2791,24,1149,2466.000000
8294,2791,24,1149,2466.000000
8295,2791,24,1149,2466.000000
8296,2791,24,1149,2466.000000
8297,2791,24,1149,2466.000000
8298,2791,24,1149,2466.000000
8299,2791,24,1149,2466.000000
8300,2791,24,1149,2466.000000
8301,2791,24,1149,2466.000000
8302,2791,24,1149,2466.000000
8303,2791,24,1149,2466.000000
8304,2791,24,1149,2466.000000
8305,2791,24,1149,2466.000000
8306,2791,24,1149,2466.000000
8307,2791,24,1149,2466.000000
8308,2791,24,1149,2466.000000
8309,2791,24,1149,2466.000000
8310,2791,24,1149,2466.000000
8311,2791,24,1149,2466.000000
8312,2791,24,1149,2466.000000
8313,2791,24,1149,2466.000000
8314,2791,24,1149,2466.000000
8315,2791,24,1149,2466.000000
